sample_id,domain,experience_level,resume_text,matched_skills,missing_skills,n_matched,n_total_skills,match_ratio,cosine_sim,skill_density,exp_bonus,keyword_overlap,seniority_signal,domain_term_freq,skill_depth,score
215,Cybersecurity,Entry-Level,"Recent graduate with a degree in Computer Science, passionate about Cybersecurity. Skills: Network Security, Penetration Testing, Cryptography, Kali Linux, Firewalls. Background includes trainee roles.",Network Security | Penetration Testing | Cryptography | Kali Linux | Firewalls,SIEM | Ethical Hacking | Wireshark | Python | Risk Assessment | SOC | OWASP | Metasploit | Incident Response | Compliance,5,15,0.3333,0.2517,1.0,0.3,0.2342,0.0653,0.2605,0.625,32
216,Cybersecurity,Mid-Level,"Experienced Cybersecurity specialist with 5 years of industry experience. Skills: Network Security, SOC, SIEM, Kali Linux, Ethical Hacking, Cryptography. Background includes 4+ years roles.",Network Security | SOC | SIEM | Kali Linux | Ethical Hacking | Cryptography | Risk Assessment | Compliance,Penetration Testing | Firewalls | Wireshark | Python | OWASP | Metasploit | Incident Response,8,15,0.5333,0.4295,1.0,0.6,0.3757,0.2829,0.4265,0.625,51
217,Cybersecurity,Mid-Level,"Mid-level Cybersecurity developer with 3+ years working on real-world projects. Skills: Metasploit, SOC, Penetration Testing, Firewalls, Cryptography, SIEM. Background includes 5+ years roles.",Metasploit | SOC | Penetration Testing | Firewalls | Cryptography | SIEM | Compliance,Network Security | Ethical Hacking | Kali Linux | Wireshark | Python | Risk Assessment | OWASP | Incident Response,7,15,0.4667,0.4227,1.0,0.6,0.4328,0.3228,0.3244,0.5,45
218,Cybersecurity,Mid-Level,"Experienced Cybersecurity specialist with 5 years of industry experience. Skills: Cryptography, Compliance, Ethical Hacking, SIEM, Firewalls, Kali Linux. Background includes 5+ years roles.",Cryptography | Compliance | Ethical Hacking | SIEM | Firewalls | Kali Linux | Incident Response,Network Security | Penetration Testing | Wireshark | Python | Risk Assessment | SOC | OWASP | Metasploit,7,15,0.4667,0.3957,1.0,0.6,0.3647,0.4769,0.2998,0.625,53
219,Cybersecurity,Mid-Level,"Cybersecurity engineer with 4+ years of hands-on experience in building production systems. Skills: OWASP, Wireshark, Python, Compliance, SOC, Penetration Testing. Background includes 4+ years roles.",OWASP | Wireshark | Python | Compliance | SOC | Penetration Testing | Ethical Hacking | Kali Linux | Firewalls | Risk Assessment,Network Security | SIEM | Cryptography | Metasploit | Incident Response,10,15,0.6667,0.5256,1.0,0.6,0.5042,0.2354,0.5298,0.625,56
220,Cybersecurity,Mid-Level,"Cybersecurity engineer with 4+ years of hands-on experience in building production systems. Skills: SOC, Risk Assessment, Kali Linux, Firewalls, Network Security. Background includes specialist roles.",SOC | Risk Assessment | Kali Linux | Firewalls | Network Security,Penetration Testing | SIEM | Cryptography | Ethical Hacking | Wireshark | Python | OWASP | Metasploit | Incident Response | Compliance,5,15,0.3333,0.2681,1.0,0.6,0.277,0.4667,0.1943,0.375,40
221,Cybersecurity,Mid-Level,"Mid-level Cybersecurity developer with 3+ years working on real-world projects. Skills: Penetration Testing, OWASP, Risk Assessment, Compliance, Wireshark, Kali Linux. Background includes 4+ years roles.",Penetration Testing | OWASP | Risk Assessment | Compliance | Wireshark | Kali Linux | Python,Network Security | SIEM | Firewalls | Cryptography | Ethical Hacking | SOC | Metasploit | Incident Response,7,15,0.4667,0.3065,1.0,0.6,0.4456,0.3624,0.2589,0.375,43
222,Cybersecurity,Mid-Level,"Experienced Cybersecurity specialist with 5 years of industry experience. Skills: Compliance, Risk Assessment, SOC, Cryptography, Metasploit, OWASP. Background includes 3+ years roles.",Compliance | Risk Assessment | SOC | Cryptography | Metasploit | OWASP | SIEM | Python | Kali Linux | Firewalls,Network Security | Penetration Testing | Ethical Hacking | Wireshark | Incident Response,10,15,0.6667,0.5138,1.0,0.6,0.5829,0.5963,0.5432,0.5,59
223,Cybersecurity,Mid-Level,"Experienced Cybersecurity specialist with 5 years of industry experience. Skills: Cryptography, Incident Response, Network Security, Wireshark, Compliance, Ethical Hacking. Background includes 3+ years roles.",Cryptography | Incident Response | Network Security | Wireshark | Compliance | Ethical Hacking | OWASP,Penetration Testing | SIEM | Firewalls | Kali Linux | Python | Risk Assessment | SOC | Metasploit,7,15,0.4667,0.333,1.0,0.6,0.3887,0.3977,0.3973,0.5,48
224,Cybersecurity,Mid-Level,"Mid-level Cybersecurity developer with 3+ years working on real-world projects. Skills: Wireshark, Python, Network Security, Firewalls, Cryptography, SIEM. Background includes 5+ years roles.",Wireshark | Python | Network Security | Firewalls | Cryptography | SIEM | Risk Assessment | OWASP | Ethical Hacking | Kali Linux,Penetration Testing | SOC | Metasploit | Incident Response | Compliance,10,15,0.6667,0.5715,1.0,0.6,0.5964,0.3101,0.4031,0.875,64
225,Cybersecurity,Mid-Level,"Experienced Cybersecurity specialist with 5 years of industry experience. Skills: Python, SIEM, Incident Response, Firewalls, Risk Assessment, Kali Linux. Background includes engineer roles.",Python | SIEM | Incident Response | Firewalls | Risk Assessment | Kali Linux | SOC | Cryptography,Network Security | Penetration Testing | Ethical Hacking | Wireshark | OWASP | Metasploit | Compliance,8,15,0.5333,0.3507,1.0,0.6,0.4853,0.5353,0.4432,0.5,50
226,Cybersecurity,Mid-Level,"Mid-level Cybersecurity developer with 3+ years working on real-world projects. Skills: Risk Assessment, SOC, Kali Linux, SIEM, Wireshark, Python. Background includes 5+ years roles.",Risk Assessment | SOC | Kali Linux | SIEM | Wireshark | Python,Network Security | Penetration Testing | Firewalls | Cryptography | Ethical Hacking | OWASP | Metasploit | Incident Response | Compliance,6,15,0.4,0.3443,1.0,0.6,0.3308,0.2338,0.305,0.375,42
227,Cybersecurity,Mid-Level,"Mid-level Cybersecurity developer with 3+ years working on real-world projects. Skills: Firewalls, Penetration Testing, Ethical Hacking, Python, SIEM, Network Security. Background includes 4+ years roles.",Firewalls | Penetration Testing | Ethical Hacking | Python | SIEM | Network Security | Risk Assessment | OWASP,Cryptography | Kali Linux | Wireshark | SOC | Metasploit | Incident Response | Compliance,8,15,0.5333,0.4573,1.0,0.6,0.4724,0.5763,0.4382,0.625,53
228,Cybersecurity,Mid-Level,"Cybersecurity engineer with 4+ years of hands-on experience in building production systems. Skills: Incident Response, Ethical Hacking, SOC, Cryptography, Wireshark, Firewalls. Background includes 3+ years roles.",Incident Response | Ethical Hacking | SOC | Cryptography | Wireshark | Firewalls | Compliance | Python | Penetration Testing,Network Security | SIEM | Kali Linux | Risk Assessment | OWASP | Metasploit,9,15,0.6,0.3999,1.0,0.6,0.4382,0.267,0.3609,0.625,51
229,Cybersecurity,Mid-Level,"Experienced Cybersecurity specialist with 5 years of industry experience. Skills: Metasploit, Network Security, Firewalls, Penetration Testing, Compliance, Ethical Hacking. Background includes 3+ years roles.",Metasploit | Network Security | Firewalls | Penetration Testing | Compliance | Ethical Hacking | SIEM,Cryptography | Kali Linux | Wireshark | Python | Risk Assessment | SOC | OWASP | Incident Response,7,15,0.4667,0.3545,1.0,0.6,0.421,0.225,0.291,0.625,45
230,Cybersecurity,Mid-Level,"Experienced Cybersecurity specialist with 5 years of industry experience. Skills: Network Security, Metasploit, Risk Assessment, Python, Cryptography, SOC. Background includes 3+ years roles.",Network Security | Metasploit | Risk Assessment | Python | Cryptography | SOC | Firewalls | SIEM | OWASP | Penetration Testing,Ethical Hacking | Kali Linux | Wireshark | Incident Response | Compliance,10,15,0.6667,0.5344,1.0,0.6,0.5915,0.3095,0.4805,0.625,61
231,Cybersecurity,Mid-Level,"Cybersecurity engineer with 4+ years of hands-on experience in building production systems. Skills: SIEM, Firewalls, SOC, Ethical Hacking, OWASP. Background includes developer roles.",SIEM | Firewalls | SOC | Ethical Hacking | OWASP,Network Security | Penetration Testing | Cryptography | Kali Linux | Wireshark | Python | Risk Assessment | Metasploit | Incident Response | Compliance,5,15,0.3333,0.3158,1.0,0.6,0.3196,0.3256,0.2461,0.375,40
232,Cybersecurity,Mid-Level,"Mid-level Cybersecurity developer with 3+ years working on real-world projects. Skills: Compliance, SOC, Wireshark, OWASP, Firewalls, Incident Response. Background includes specialist roles.",Compliance | SOC | Wireshark | OWASP | Firewalls | Incident Response | Risk Assessment,Network Security | Penetration Testing | SIEM | Cryptography | Ethical Hacking | Kali Linux | Python | Metasploit,7,15,0.4667,0.321,1.0,0.6,0.4513,0.5271,0.34,0.25,46
233,Cybersecurity,Mid-Level,"Cybersecurity engineer with 4+ years of hands-on experience in building production systems. Skills: Incident Response, Metasploit, Penetration Testing, Compliance, SOC, SIEM. Background includes 3+ years roles.",Incident Response | Metasploit | Penetration Testing | Compliance | SOC | SIEM | Cryptography | Network Security | Wireshark,Firewalls | Ethical Hacking | Kali Linux | Python | Risk Assessment | OWASP,9,15,0.6,0.4294,1.0,0.6,0.4714,0.5708,0.5337,0.625,53
234,Cybersecurity,Mid-Level,"Mid-level Cybersecurity developer with 3+ years working on real-world projects. Skills: Python, Ethical Hacking, Metasploit, Penetration Testing, Incident Response, Wireshark. Background includes 5+ years roles.",Python | Ethical Hacking | Metasploit | Penetration Testing | Incident Response | Wireshark | Kali Linux | OWASP | Firewalls | Cryptography,Network Security | SIEM | Risk Assessment | SOC | Compliance,10,15,0.6667,0.486,1.0,0.6,0.5914,0.4401,0.3792,0.75,62
235,Cybersecurity,Mid-Level,"Mid-level Cybersecurity developer with 3+ years working on real-world projects. Skills: OWASP, Compliance, Cryptography, Python, SIEM, Kali Linux. Background includes engineer roles.",OWASP | Compliance | Cryptography | Python | SIEM | Kali Linux | Penetration Testing | Wireshark,Network Security | Firewalls | Ethical Hacking | Risk Assessment | SOC | Metasploit | Incident Response,8,15,0.5333,0.4443,1.0,0.6,0.4114,0.5634,0.3807,0.625,58
236,Cybersecurity,Senior,"Experienced Cybersecurity architect with 10+ years delivering enterprise-scale solutions. Skills: Python, OWASP, SOC, Firewalls, Incident Response, Wireshark. Background includes senior roles.",Python | OWASP | SOC | Firewalls | Incident Response | Wireshark | SIEM | Cryptography | Risk Assessment | Metasploit | Kali Linux | Network Security | Compliance | Ethical Hacking | Penetration Testing,,15,15,1.0,0.8032,1.0,0.9,0.901,0.7342,0.8207,1.0,92
237,Cybersecurity,Senior,"Experienced Cybersecurity architect with 10+ years delivering enterprise-scale solutions. Skills: Wireshark, Risk Assessment, Penetration Testing, Cryptography, SIEM, SOC. Background includes lead roles.",Wireshark | Risk Assessment | Penetration Testing | Cryptography | SIEM | SOC | Metasploit | Compliance | Ethical Hacking | OWASP | Incident Response | Python | Network Security,Firewalls | Kali Linux,13,15,0.8667,0.6251,1.0,0.9,0.7277,0.8867,0.7542,0.75,83
238,Cybersecurity,Senior,"Experienced Cybersecurity architect with 10+ years delivering enterprise-scale solutions. Skills: Firewalls, OWASP, Compliance, Python, Ethical Hacking, Cryptography. Background includes head of roles.",Firewalls | OWASP | Compliance | Python | Ethical Hacking | Cryptography | Penetration Testing | Wireshark | Risk Assessment | Network Security,SIEM | Kali Linux | SOC | Metasploit | Incident Response,10,15,0.6667,0.5108,1.0,0.9,0.5303,0.8747,0.4673,0.75,73
239,Cybersecurity,Senior,"Senior Cybersecurity professional with 8+ years of experience. Led multiple high-impact projects. Skills: Python, Kali Linux, Risk Assessment, Ethical Hacking, Firewalls, OWASP. Background includes head of roles.",Python | Kali Linux | Risk Assessment | Ethical Hacking | Firewalls | OWASP | Penetration Testing | Metasploit | Cryptography,Network Security | SIEM | Wireshark | SOC | Incident Response | Compliance,9,15,0.6,0.5121,1.0,0.9,0.5727,0.9736,0.5158,0.625,65
240,Cybersecurity,Senior,"Principal Cybersecurity engineer with deep expertise and strong leadership background. Skills: SOC, Ethical Hacking, Cryptography, Penetration Testing, SIEM, Wireshark. Background includes lead roles.",SOC | Ethical Hacking | Cryptography | Penetration Testing | SIEM | Wireshark | Kali Linux | OWASP | Python | Network Security | Incident Response,Firewalls | Risk Assessment | Metasploit | Compliance,11,15,0.7333,0.494,1.0,0.9,0.5708,0.6717,0.6175,0.875,74
241,Cybersecurity,Senior,"Principal Cybersecurity engineer with deep expertise and strong leadership background. Skills: Metasploit, Compliance, SIEM, Network Security, Cryptography, Risk Assessment. Background includes 10+ years roles.",Metasploit | Compliance | SIEM | Network Security | Cryptography | Risk Assessment | SOC | Kali Linux | Python | Ethical Hacking | Firewalls | Penetration Testing | Incident Response | Wireshark | OWASP,,15,15,1.0,0.7068,1.0,0.9,0.8413,0.831,0.8129,1.0,92
242,Cybersecurity,Senior,"Principal Cybersecurity engineer with deep expertise and strong leadership background. Skills: Kali Linux, Ethical Hacking, Python, Penetration Testing, Compliance, Incident Response. Background includes director roles.",Kali Linux | Ethical Hacking | Python | Penetration Testing | Compliance | Incident Response | OWASP | Firewalls | Metasploit | Network Security | SOC,SIEM | Cryptography | Wireshark | Risk Assessment,11,15,0.7333,0.665,1.0,0.9,0.7104,0.9546,0.4839,0.625,79
243,Cybersecurity,Senior,"Experienced Cybersecurity architect with 10+ years delivering enterprise-scale solutions. Skills: SOC, Metasploit, Incident Response, OWASP, Kali Linux, Wireshark. Background includes head of roles.",SOC | Metasploit | Incident Response | OWASP | Kali Linux | Wireshark | Firewalls | Compliance | Cryptography | Risk Assessment | SIEM | Penetration Testing | Python | Ethical Hacking | Network Security,,15,15,1.0,0.7957,1.0,0.9,0.7864,0.7464,0.655,1.0,88
244,Cybersecurity,Senior,"Senior Cybersecurity professional with 8+ years of experience. Led multiple high-impact projects. Skills: Metasploit, SOC, Incident Response, Compliance, OWASP, Penetration Testing. Background includes principal roles.",Metasploit | SOC | Incident Response | Compliance | OWASP | Penetration Testing | SIEM | Firewalls | Kali Linux | Network Security | Ethical Hacking | Cryptography | Risk Assessment,Wireshark | Python,13,15,0.8667,0.6994,1.0,0.9,0.8402,0.6998,0.5758,0.875,89
245,Cybersecurity,Senior,"Experienced Cybersecurity architect with 10+ years delivering enterprise-scale solutions. Skills: Penetration Testing, Python, Firewalls, Network Security, Ethical Hacking, Compliance. Background includes architect roles.",Penetration Testing | Python | Firewalls | Network Security | Ethical Hacking | Compliance | SIEM | Metasploit | Incident Response,Cryptography | Kali Linux | Wireshark | Risk Assessment | SOC | OWASP,9,15,0.6,0.4971,1.0,0.9,0.5459,0.8085,0.5113,0.625,65
246,Cybersecurity,Senior,"Experienced Cybersecurity architect with 10+ years delivering enterprise-scale solutions. Skills: Network Security, OWASP, Firewalls, SIEM, Incident Response, Cryptography. Background includes senior roles.",Network Security | OWASP | Firewalls | SIEM | Incident Response | Cryptography | Penetration Testing | Compliance | Kali Linux | Python | Risk Assessment | Ethical Hacking | Metasploit,Wireshark | SOC,13,15,0.8667,0.5704,1.0,0.9,0.7257,0.6133,0.6629,0.875,78
247,Cybersecurity,Senior,"Experienced Cybersecurity architect with 10+ years delivering enterprise-scale solutions. Skills: Firewalls, Kali Linux, Penetration Testing, Wireshark, OWASP, SOC. Background includes lead roles.",Firewalls | Kali Linux | Penetration Testing | Wireshark | OWASP | SOC | SIEM | Compliance | Metasploit,Network Security | Cryptography | Ethical Hacking | Python | Risk Assessment | Incident Response,9,15,0.6,0.4181,1.0,0.9,0.504,0.7411,0.5066,0.625,65
248,Cybersecurity,Senior,"Principal Cybersecurity engineer with deep expertise and strong leadership background. Skills: Python, OWASP, Kali Linux, Penetration Testing, Risk Assessment, Incident Response. Background includes architect roles.",Python | OWASP | Kali Linux | Penetration Testing | Risk Assessment | Incident Response | Firewalls | SIEM | Wireshark | Cryptography | Network Security | SOC | Metasploit,Ethical Hacking | Compliance,13,15,0.8667,0.6727,1.0,0.9,0.6152,0.7378,0.6004,0.875,78
249,Cybersecurity,Senior,"Principal Cybersecurity engineer with deep expertise and strong leadership background. Skills: Metasploit, Compliance, Risk Assessment, Cryptography, Ethical Hacking, SIEM. Background includes lead roles.",Metasploit | Compliance | Risk Assessment | Cryptography | Ethical Hacking | SIEM | OWASP | Wireshark | Kali Linux | Python | Network Security | Firewalls | Incident Response | Penetration Testing,SOC,14,15,0.9333,0.7882,1.0,0.9,0.8075,0.7016,0.7857,1.0,90
250,Cybersecurity,Senior,"Senior Cybersecurity professional with 8+ years of experience. Led multiple high-impact projects. Skills: OWASP, Wireshark, Incident Response, Compliance, Risk Assessment, Cryptography. Background includes director roles.",OWASP | Wireshark | Incident Response | Compliance | Risk Assessment | Cryptography | Python | Metasploit | Ethical Hacking,Network Security | Penetration Testing | SIEM | Firewalls | Kali Linux | SOC,9,15,0.6,0.5389,1.0,0.9,0.4481,0.61,0.4388,0.375,65
251,Mobile Development,Entry-Level,"Junior Mobile Development developer eager to learn and grow in a fast-paced environment. Skills: SQLite, Swift. Background includes intern roles.",SQLite | Swift,Kotlin | React Native | Flutter | iOS | Android | Dart | Firebase | REST API | Git | Xcode | Android Studio | UI/UX | Push Notifications,2,15,0.1333,0.1119,1.0,0.3,0.1234,0.1594,0.1049,0.125,20
